"Restaurant.and.hotels.Expenditure","Alcoholic.Beverages.Expenditure","Tobacco.Expenditure","Clothing..Footwear.and.Other.Wear.Expenditure","Housing.and.water.Expenditure","Medical.Care.Expenditure","Transportation.Expenditure","Communication.Expenditure","Education.Expenditure","Miscellaneous.Goods.and.Services.Expenditure","Special.Occasions.Expenditure"
41302,0,0,8922,81342,4434,55584,18378,123350,17634,23700
82865,17370,0,17849,110520,27967,102000,40200,306832,79764,40750
10882,0,0,3892,53196,1869,11652,5718,2605,14148,8500
46367,10550,18100,15443,127362,9904,43686,20700,40000,19488,16750
5900,0,0,1104,29310,0,1662,1038,0,2472,1200
10370,0,0,1850,39114,515,25482,2082,4620,11472,5000
30567,660,0,12660,82248,8131,31638,4680,62200,36516,0
12683,190,0,17232,69990,1500,91968,14976,5414,35496,61500
19155,8950,5064,23037,61200,1229,31578,5718,15050,36816,4000
3658,780,2080,2387,32634,758,2622,2076,879,7860,3000
49593,0,0,44455,85140,5150,20796,34194,45450,37494,0
480,0,360,3557,55932,3390,10878,2040,0,9702,0
8580,0,0,9824,64656,2700,45102,13800,0,18132,0
0,75,0,4135,57348,3360,2400,1380,0,11466,0
25781,577,0,33590,97860,6140,35868,21660,52200,59148,10760
7147,270,0,7030,58440,1310,21576,7200,0,36432,0
9630,80,1080,19110,71760,4856,14868,4890,10252,34194,0
36265,0,0,8364,61602,1389,21918,3000,65820,34950,0
25210,525,360,14806,79056,10070,50670,18240,19300,41592,0
15456,450,876,23448,74382,2890,35754,12000,49850,28920,0
6597,555,0,2526,55620,110,10734,2100,16900,11886,0
13959,60,0,14438,71826,14488,9174,3798,29350,18792,0
21538,150,0,8334,69618,6857,13080,12918,32890,37044,0
7310,294,0,2260,28920,3203,13896,1140,0,5964,0
3900,360,270,655,15900,50,12960,480,0,2382,0
16548,960,1240,1750,26280,1450,28542,1500,6450,19296,0
3164,480,390,899,22560,0,10524,690,2292,7596,0
9566,125,0,1150,24600,2403,29352,810,3850,4524,0
10293,975,210,16420,59160,13915,33696,8094,27500,63306,0
4296,75,0,1530,44982,326,4500,1290,1920,9696,0
40900,225,0,18245,57102,7540,7500,10620,41450,11526,0
25759,78,1080,6538,60876,710,9918,3180,62100,10776,0
16155,184,0,31745,53070,6020,36288,7002,2800,17676,112500
4416,150,0,3137,42678,3256,26766,2760,2810,7872,0
10174,736,2172,2128,25038,2844,5898,1044,0,9168,0
7840,0,724,2735,23118,72,9684,1302,13300,7746,130
14285,1770,0,3443,25296,150,13248,2340,33600,12912,0
17700,0,0,16923,92100,41192,28824,10596,65000,32334,13000
21940,1300,0,9516,35136,5625,40656,18678,16100,37188,8500
14213,120,2896,3337,30222,1162,12786,1638,18580,9480,4000
4120,0,0,2130,29358,18500,1800,0,0,936,0
41633,0,0,10520,50220,9683,15678,15156,56175,14862,4000
37067,2410,0,9633,72618,2721,59136,18900,7080,33516,21760
8349,1850,2126,4565,41598,96892,1140,1080,250,9234,2000
8107,152,1810,5451,22920,41641,720,840,2089,9834,700
7020,1000,0,6376,28140,48130,9360,3378,0,15252,5500
1253,390,0,2335,55362,3000,13086,960,0,6750,3000
18634,0,0,5503,44898,7658,52074,5718,32700,22992,1800
13839,0,0,2193,23340,1490,15600,822,32400,6972,250
9620,0,6516,4346,42798,3668,11514,4416,34500,12702,100
760,0,0,945,7818,950,1500,0,0,3042,0
7256,0,0,8620,71244,2657,79218,1152,2805,12066,17100
23127,1410,14480,8848,55320,8166,15456,1818,0,13128,3550
15942,0,0,3610,43068,2691,11916,1824,0,12114,0
23250,660,2534,4470,51780,12913,29460,7800,31588,22686,0
18700,0,0,10727,61680,9862,20442,7638,0,23802,23500
7617,0,0,4149,57972,29207,6300,6438,23200,2604,0
44433,143,0,32373,71274,14812,29184,12498,3500,28446,4000
37270,0,0,13552,69840,3595,34110,6300,30150,35988,17000
14992,0,0,3823,52422,220,11784,7284,54050,8304,0
21550,730,0,11478,51360,9362,34074,7800,28947,29388,10000
18634,5695,14480,1163,17958,1906,13200,1158,1300,5532,0
26566,420,0,9766,63600,5785,40104,3900,38938,23970,2000
8373,370,1040,1287,35040,818,31326,1560,16900,13212,0
4300,1050,724,2879,42252,1693,17880,4164,0,10818,0
13217,0,0,550,27138,42650,25254,3378,0,10812,25000
8850,660,724,5071,55590,674,17046,4422,0,12450,0
6000,0,0,6393,58944,8031,7020,3360,0,18312,0
10099,464,0,2808,20016,10077,24372,2604,27600,9330,0
7460,3184,1358,1037,13500,315,7500,2778,0,14136,6000
2500,1508,9503,560,15072,6300,7020,2784,0,5052,0
10680,0,5883,1317,7290,3010,6798,0,0,6000,0
536,0,0,849,15378,0,6882,1272,2659,7200,0
12697,0,7240,1969,44112,10164,12678,5460,9150,8964,0
3826,180,0,2218,22680,43860,6558,756,1350,6378,0
6717,3552,7240,4836,18474,4104,22704,3378,4350,9762,0
8860,0,0,1807,15960,3600,6240,1740,0,10260,2000
11600,819,7240,2090,22644,345,6600,2340,0,11034,5000
1929,480,1040,0,9522,825,840,462,125,4020,0
7000,0,0,3406,9360,3963,7962,2442,0,9690,0
4445,1695,2694,735,22212,776,13596,1404,926,6462,0
8818,0,260,1586,32640,2400,6318,1326,5350,4692,0
4225,0,724,0,16338,0,4020,1392,300,7914,0
15400,0,0,1098,53028,53000,8208,10392,0,44250,0
14848,0,0,0,92940,6000,35376,9666,18800,7758,0
6195,0,0,1117,16782,2568,9726,1224,2165,10020,0
9770,0,0,2058,17502,1600,10740,756,4060,10212,0
33180,4783,5521,15096,116460,2440,20406,16644,0,27720,15000
11950,0,0,8332,9462,5335,16890,672,2875,7968,2000
4806,0,1045,940,10296,70,5442,246,778,3414,0
19227,1110,2715,5800,12600,193,20706,4116,11750,7626,3760
1755,0,0,570,14502,10,16968,984,515,7392,1500
7483,75,0,7518,17040,2548,6102,2280,410,6486,7200
2236,0,780,990,6222,60,1428,108,500,1632,0
5330,690,0,2031,9600,405,21270,732,795,12714,0
120,150,1810,260,9960,470,1800,144,0,2028,0
10443,150,104,385,7182,4050,858,0,150,942,0
6500,0,1810,1823,16980,214,7872,1560,300,4254,0
7800,840,0,1084,39756,427,1560,0,0,3528,5000
8800,0,0,1000,48936,7700,6498,5196,0,8838,3000
18550,421,0,6499,59802,3086,37290,5196,55700,19662,0
33917,210,724,32865,97764,824,56028,18162,152500,31374,0
9600,35,3620,5434,46686,250,9102,3120,0,16884,0
9483,660,0,2082,42780,4544,16962,4158,26960,13254,0
20620,0,0,100,22020,18500,360,0,0,744,0
3145,730,3620,515,18630,90,540,318,325,2892,0
2280,0,0,4780,136302,4576,2400,3000,0,5088,4500
12662,0,0,6733,47874,5324,13722,1608,4648,12258,4500
1191,0,984,1000,13392,225,2838,168,90,2052,0
3410,0,0,1440,36138,20,720,804,0,1476,0
7454,630,0,1383,25200,64,6012,612,860,11586,2000
6380,2934,0,1876,21678,978,6378,510,0,5676,0
4645,3432,5430,870,16428,132,5958,420,449,5028,0
1560,100,0,100,14178,3050,1242,522,0,1572,0
3630,0,0,2310,19614,2070,4668,102,1150,3402,0
1340,0,0,1030,18996,1193,3720,984,0,3048,0
1550,0,0,496,7506,175,360,0,0,804,0
2305,0,0,1695,28650,1416,11220,1152,2525,5364,0
3658,0,0,2641,19890,900,5652,1638,2529,9690,7000
8574,0,0,27951,46602,16535,16206,3324,1290,40734,25000
6791,2652,0,2500,22140,748,8382,2712,58233,4866,1500
10704,1820,10860,2153,23310,1418,1200,1620,585,10770,0
2640,90,11584,4331,24312,1356,5994,732,3660,6432,0
2318,1321,6335,1814,10200,660,11376,756,1925,7554,6000
1462,0,0,1620,11796,623,738,150,730,3060,0
886,300,952,505,9678,132,624,0,0,2802,0
600,1352,0,5409,11538,512,6420,1950,0,11226,0
1070,0,104,4620,23340,1280,2358,0,0,2370,0
1881,1440,0,3032,16314,4424,13320,1872,1500,9960,0
33806,1189,5430,6626,28860,1059,17310,2706,3711,8424,0
8788,0,10860,3701,18990,1970,6864,1326,2748,4974,0
1560,129,0,2448,11496,3524,468,96,0,1188,0
48160,0,0,51070,76926,8548,53712,20388,61099,39696,28000
9385,2400,12670,7147,42594,254,7572,3198,0,14940,6500
11601,0,0,43003,54330,8226,5742,17058,4051,33288,46300
6420,2182,7240,5123,36966,1475,17460,1794,1240,9618,5000
37420,0,4978,46852,103560,111162,222366,9078,1960,62910,37650
13013,0,0,1195,32760,410,15174,1818,6090,5034,0
8302,2940,4887,7069,25620,324,16980,1068,2491,8346,0
7806,1200,13346,4976,23160,807,13482,1404,1348,10860,9000
14733,360,4790,2270,22164,236,11268,2106,19249,9540,13100
5850,60,8145,3080,14796,3418,13212,1062,2250,4110,0
7366,95,0,2135,16368,1006,5040,264,1880,9360,3690
1620,0,0,3656,22800,3103,1902,1920,0,15804,0
1620,0,130,3123,13974,23462,8760,648,90,10794,0
520,60,12670,1010,9120,1208,882,306,0,6888,0
5656,0,0,335,13080,1385,10140,516,1050,4284,0
16325,0,3801,1765,18588,503,11484,600,1070,8988,0
10811,1630,0,2130,15882,5732,4260,336,2985,11664,0
3613,0,0,1805,36684,6169,5574,0,1858,3570,0
4327,420,260,1975,30318,186,8334,1380,2100,5652,0
2600,0,0,5490,21300,0,1896,1146,0,5724,0
5547,360,3258,3905,13380,552,5838,888,2220,6708,0
3674,0,4010,1413,9000,651,4320,138,870,3192,0
10530,168,724,3702,26616,9160,7920,3900,4749,7566,4000
3034,0,0,345,20352,1920,4764,1170,800,4824,1315
10530,6524,3620,6755,25440,365,12546,4548,600,4566,0
4376,1792,1040,1760,10518,270,2442,0,300,1512,0
9820,0,0,3913,18480,14940,4362,2082,0,16788,0
15227,0,0,4354,34860,29912,14994,5718,14640,27450,6650
500,0,0,130,41184,11880,7374,2964,0,6756,1800
18007,4680,2440,12176,46548,336,14322,4680,1020,18570,17000
4658,0,2172,165,12726,40,7800,72,825,7242,2300
17000,0,0,3257,26982,1900,20988,1278,6498,8268,6000
14120,3744,5430,2060,20640,1499,12768,1740,1600,5976,2000
2420,5460,4398,1115,17040,464,4452,1086,0,6978,0
15492,2490,5973,5050,18990,1467,14358,1410,1350,12138,3700
1600,0,0,440,28236,2002,2718,852,0,2106,0
39800,588,1425,24568,204252,2496,66990,71394,44368,124206,50000
1040,65,0,1147,19878,75,642,0,0,1926,5000
768,0,0,3075,44376,13723,1752,672,0,7188,17000
10700,95,1810,6357,17520,368,12114,780,7000,10656,2000
43160,2489,7240,13389,51210,2790,15270,4422,0,31920,28000
2860,676,0,5840,41208,36,6246,276,0,3462,3000
10985,2674,0,21610,23880,8060,28872,4260,0,10806,6500
10640,1788,0,8430,28740,783,10086,1662,46000,17580,3500
12246,1020,3982,9609,91200,670,9786,3636,17810,14802,2500
8200,780,13575,11419,84978,1208,14502,8124,0,11064,2000
10017,0,0,32700,135042,74521,15576,14130,5000,23742,0
21840,0,5430,686,8340,6326,6066,204,0,2526,0
5800,1478,0,2480,36390,675,1002,0,0,1776,0
5190,35,0,4100,17250,230,4368,5328,0,12210,0
5926,0,0,18025,33162,15620,6120,690,200,5328,2000
54500,25740,0,18750,104544,13377,47202,20796,22150,19410,17000
32310,0,3620,5878,39840,3972,33072,4656,4550,37926,37178
12653,74,2625,2022,13188,18258,2976,834,1600,6690,0
18363,455,1448,140,33564,1192,11052,1392,3720,14502,2000
17340,0,0,4678,12492,7873,1200,744,0,8586,5500
17270,9065,0,2197,18180,395,7062,2208,0,7920,1700
7280,0,0,1980,6576,216,37140,576,0,4116,545
17447,0,7240,995,10248,216,5004,2916,2020,3030,1100
12387,1040,364,2201,22584,3220,12222,576,2100,6312,500
2297,0,1086,112,23214,9108,18330,102,2040,5232,1000
14453,0,0,9428,46746,3950,32172,1890,6149,37944,11000
10400,390,14270,2474,28896,16439,7896,432,1235,11400,2000
3213,0,0,14849,35880,3950,4080,3378,750,10110,0
8160,0,0,250,11910,1105,5202,0,0,798,250
4350,420,0,3008,16044,620,5178,3024,0,7950,1127
15930,450,0,300,24474,5427,13608,1272,1140,16536,4295
10718,0,400,2473,17130,2821,1494,2184,1380,10248,2050
2232,0,0,1533,17652,830,1146,2706,760,6636,1868
2296,0,0,100,14130,0,2598,0,2300,1866,680
5517,300,360,5556,29250,3894,10188,3204,989,12642,4424
6236,0,0,814,16956,100,7026,1554,1162,5196,502
8753,0,0,4053,32610,150,11682,2826,2080,5934,1600
6825,0,0,788,21372,50,4290,906,550,4716,355
5160,0,4525,2065,8928,2175,960,882,150,2634,830
6050,0,0,200,30780,297866,120,798,0,2298,0
16033,0,0,10959,25314,982,35754,2418,8200,17160,30500
17607,8580,0,4661,32382,33910,10194,1950,686,19506,17230
7453,0,0,545,13944,62,10296,1824,700,6822,1000
2080,1750,1145,3552,15858,1275,1242,90,630,4062,2375
8020,0,0,3076,24024,9670,3918,4500,705,13410,9800
5334,0,0,3815,20916,3301,10092,900,1200,6144,1500
8108,630,0,2229,31686,33055,24600,360,1272,4794,3800
22705,480,362,1575,30522,4936,6504,1200,50,16794,1500
8165,2340,0,915,22518,52275,4638,510,250,3654,500
5840,650,3620,1455,17712,847,4620,2520,1050,4410,0
730,1230,905,1540,19098,17583,960,300,0,4158,16340
7427,75,0,3794,39816,4774,28602,7140,3925,24192,11000
2752,780,6425,1070,9906,4539,1320,0,850,3522,200
9660,0,3620,10265,17580,4420,600,1350,0,10470,10500
4370,1425,30770,3005,24438,1048,11550,798,1480,18726,3500
21562,3900,10860,8764,21012,4404,12720,2520,4915,24144,5200
27807,630,7240,3395,22818,1185,17676,900,18449,11958,4500
8983,2730,0,10092,30654,187,23220,5328,3665,45486,8500
7700,0,6335,3172,12792,5986,480,480,1500,4836,500
25012,1375,6335,1559,23982,333,10446,1920,1720,8538,800
10500,0,1086,8444,18456,1534,12000,840,1000,15180,3000
10618,630,5430,1255,13656,2268,22356,1428,1058,17376,1950
8580,0,0,310,18192,451,3006,1620,5092,6306,222
18355,720,0,3458,18192,3024,13092,3000,6900,14970,0
3200,870,1806,2515,21906,300,5634,900,1200,5262,1000
14480,1620,3920,1907,18480,380,10008,3018,1230,12678,1370
4102,0,0,2530,30660,785,14616,540,770,11352,2220
7540,1620,0,5210,13590,130,6648,1800,0,7584,1500
2947,0,0,1510,18750,7320,3024,600,840,5952,930
20367,0,0,22672,75210,3202,15102,1920,29820,21252,2150
7060,56,0,3435,17328,150,5286,900,12448,9186,1000
9437,1560,0,1670,10410,160,13476,960,1600,11832,1340
2193,270,10860,4672,12780,985,15516,2400,13900,11088,1540
3425,1890,0,6360,11238,2660,7128,1938,0,8076,12200
4275,3900,7059,1910,20868,488,900,1260,0,5070,3650
44210,6976,0,15520,39876,7224,24198,1848,45801,58230,8500
10220,3850,7602,3796,36198,22796,8040,3054,2857,11772,6700
8585,1710,5611,1994,22698,375,2340,180,2060,5718,0
5370,2034,0,3446,8046,216,840,516,868,10530,6690
14345,6446,6335,26968,37404,21347,59232,2700,2050,66660,5950
5632,6020,1560,5607,12360,147,2880,2184,2520,4278,0
5110,0,1940,3130,26772,2414,3618,150,1104,7506,2200
1090,0,2330,225,16668,51,3000,0,900,1128,570
6365,1210,3224,2089,12882,1030,8640,630,1084,8436,3400
2028,900,120,905,31368,7,4260,1560,360,6018,3000
2206,1496,540,1798,7932,9,480,0,40,4638,200
5475,480,910,1983,16428,1205,6918,372,220,5526,14350
10140,0,780,980,14466,210,1338,360,0,5844,1000
12420,4980,8598,2060,7872,284,5040,780,0,3180,5000
26380,1220,7602,12018,15306,416,8838,1350,2014,17868,900
3395,0,0,2208,7056,295,11214,180,1690,2838,1100
64009,0,0,6193,35256,1840,28494,6480,66748,18918,3800
1560,3562,7964,1510,5988,72,2700,0,0,756,3000
86580,4812,0,25070,71580,1990,51510,30492,73600,24030,10600
1650,7410,3349,1144,8760,1124,21840,1158,0,12090,9670
26728,1182,0,24165,174960,451680,71508,32640,56100,58734,18020
16076,0,0,13349,21708,6370,15444,258,11922,40194,14000
29756,3250,8145,15185,20928,3957,42564,5340,950,44604,5950
16780,0,0,987,20220,10,10104,4200,13000,10302,8000
32600,0,0,12703,40890,14595,56490,13902,15000,62238,21000
27138,2143,4660,8929,70986,1620,33084,13620,33000,62436,28800
24753,0,0,7650,72510,3590,23442,4200,30000,22992,9000
3470,0,4525,1517,15570,330,3120,5202,0,3468,4000
17667,0,0,7384,50988,31815,37758,10662,24300,19776,26000
77417,1962,0,34403,204426,8800,56976,31788,60000,136224,65000
24000,0,0,5884,54258,1536,9186,8400,14500,22224,2000
9288,3599,12670,9128,103698,549,8400,3840,1500,21888,29000
18280,0,0,5598,38682,0,9360,5682,5000,20136,24000
28816,1592,0,120472,367656,8400,101436,24588,87600,209238,151000
2940,1170,13575,1708,41274,660,20232,12954,0,8490,12000
13602,270,0,6617,39960,2344,14538,4920,0,18828,14000
30367,0,0,7859,85572,1432,12390,4200,2000,33702,23000
34340,557,4525,6776,17220,110,17130,4200,9000,21348,13000
12463,6460,9050,3720,29160,620,8586,2760,700,6894,8000
5695,2048,650,6167,61368,4264,15492,11520,3989,15174,25500
11680,245,13575,6262,33240,719,26358,10542,0,31386,16000
25550,0,0,4016,81588,15037,8562,8760,57465,10800,10500
44492,0,0,8228,94428,19465,36414,20994,7000,47124,30000
21635,1470,8145,2480,12360,1393,5976,2298,1700,7236,7000
12137,0,0,4949,10860,675,11412,1020,280,5910,8000
2995,0,1358,2399,13920,1439,2478,1680,1705,5796,7500
23540,2118,9050,10734,60138,1625,15126,6600,12000,25740,24000
31273,0,0,12480,48888,40929,12684,8310,34768,77532,5000
17830,0,0,3118,11262,42488,4914,1164,1615,9666,4000
19850,720,0,16415,22860,500,7902,3000,0,10230,0
20796,4680,13575,4454,32370,8816,13488,5202,2100,22632,2000
43094,1410,0,11116,159558,10856,43038,23988,3100,39114,10000
9967,0,0,1915,19626,280,6102,3096,800,6408,1000
27010,0,9050,3427,34590,4647,7434,3798,0,18408,15000
35884,2074,7240,10770,48840,2243,9252,13998,14570,19086,1500
20800,1440,10090,16881,111864,8850,20676,12420,95992,55188,8500
67064,6110,0,9210,145530,65000,48126,22680,35000,31188,6000
80837,858,0,9816,107520,18138,97002,20700,109446,54966,13000
65800,7001,780,17586,118302,31122,33600,25164,53050,69684,5000
13740,5226,3042,200,42840,21800,5622,3102,0,16800,3500
19475,9864,780,18763,131472,6500,24702,14970,101940,124458,35000
3807,2472,780,12866,79740,9150,14430,7170,1580,20676,8000
4560,0,0,1641,35682,33600,3582,1302,0,6198,11000
7800,0,0,8336,110166,12675,41802,10302,0,55050,14500
28800,0,0,17132,34440,3096,15648,9978,0,25188,13000
8621,2210,1170,2758,26124,380,1800,1122,600,2340,600
6927,1327,600,3648,56580,460,10098,1020,1125,15162,1600
42800,0,0,7595,46320,3300,17100,5796,32400,15648,3000
10947,282,1040,1538,24000,100,22404,4380,16000,7830,1000
24520,16328,0,3209,26820,19798,17700,3102,0,19374,3000
48707,3900,0,47666,153606,6214,27258,39054,50590,73764,28790
12171,450,2715,5925,28932,76,21066,3900,4045,18192,2640
16764,1675,4525,2936,23190,85,17508,960,1395,8418,4715
17728,0,0,12261,56490,4040,16290,16782,32205,64620,33200
4840,1552,7375,2360,35886,35,52002,1560,0,15342,200
31160,0,0,20310,96588,21820,21720,24582,0,76728,22300
5950,1940,6366,2999,32244,100,5868,882,520,9864,960
25840,13254,0,29100,468450,20712,82698,47274,700000,61320,127000
7475,174,0,8023,76038,18610,10782,10158,0,34500,7130
17933,0,0,10063,66780,1942,13260,3600,22035,38094,12540
26667,5170,0,14792,88602,7109,64674,23508,66005,36798,60400
9840,1300,8145,6263,29538,4620,9444,1260,5857,11856,2870
12753,700,14480,13371,67710,2004,31008,10686,31975,56646,4622
37780,0,0,3922,38910,0,17190,2700,13445,18486,11420
18320,0,0,5672,60456,10800,24156,8994,2230,45570,8950
35580,1200,0,9633,90030,9654,38670,14640,56800,76122,67500
14415,1222,1040,1920,27330,300,8838,2742,13540,9678,0
24273,0,0,4252,24840,50,29616,3000,13817,20796,10900
9287,260,453,4458,43722,19915,20796,4320,19540,16242,8080
9560,1149,5005,1770,21798,0,3384,540,14913,10932,160
11913,570,0,2766,21582,0,9624,840,3218,17478,200
22350,1530,8303,4913,13428,3656,21672,2298,20403,11916,2700
7092,126,0,2473,51252,2003,3072,2322,7200,12360,4668
7867,0,0,1115,26850,29516,4062,2076,500,4398,0
12126,0,0,3963,72720,2492,17178,2982,5600,48696,45200
8767,732,0,4580,24660,25,25698,5598,15010,19410,5000
1965,930,4530,769,11808,5180,6198,1080,350,5076,6620
0,190,240,60,6720,6000,660,0,0,432,0
4108,0,0,850,13620,267,3222,1500,870,5262,3520
4184,1951,0,3598,31950,1456,7902,2100,400,4260,1716
0,0,0,150,5172,1026,360,0,0,576,0
4653,1050,3982,5400,7218,1272,2910,1044,1525,4260,4500
7700,2760,7240,2640,10242,44335,3000,0,5605,5436,0
2963,365,8020,570,8820,9354,810,522,790,3498,1000
2860,270,2172,874,12360,710,2862,360,0,4368,4000
11360,0,0,9747,22854,2971,15630,2340,3730,26676,19000
4083,1810,0,180,9708,270,1788,2250,1678,3768,0
12100,300,10498,5695,15600,1788,5724,1020,5454,7254,10000
5800,1125,7128,2065,12498,56384,6762,7260,11060,4920,5800
9580,540,0,2280,21030,10980,4098,1680,25640,5652,9750
360,2580,0,0,23082,4550,720,1122,0,2844,0
3770,2392,2850,2430,12780,250,5460,570,0,3144,0
11600,1170,6335,1580,17790,0,360,0,4410,2958,0
520,585,0,2425,11736,81,360,1170,314,1866,0
14520,0,0,1860,9936,0,720,390,28904,5466,1500
5200,1950,3982,18100,29052,5300,5292,6060,2020,12798,6000
25640,0,7427,3025,14940,0,9900,1302,18400,6780,0
3320,4320,5045,3506,19578,0,10158,960,1080,10290,4500
1507,1950,9050,1475,7128,440,1080,648,933,2562,1600
450,0,1300,2820,44208,0,8568,420,300,4572,2000
0,1300,5430,1225,6036,2490,1920,0,0,2334,400
0,0,1810,1755,8340,30,2340,300,0,4350,550
1560,2600,0,2190,18630,770,8964,900,0,3510,1400
540,300,0,1090,7986,0,720,300,400,2946,7700
3000,2600,1040,1800,8604,20,1920,822,0,2328,5550
0,1300,1040,1275,7440,0,3480,0,0,1890,3000
4433,0,0,7950,14400,90,13704,1080,3400,13908,2900
0,650,10860,2160,8580,6956,1920,0,0,2172,450
780,1600,0,1870,13734,600,1860,300,0,4650,10800
4866,1820,9774,5766,11760,0,14040,1902,2660,6606,2500
2043,1300,8600,1725,10992,0,1920,0,600,2502,900
2633,0,0,1890,13584,180,5460,630,1600,6390,0
3967,300,2263,1945,11958,0,2238,420,2000,1962,0
2667,0,0,1490,9060,0,2958,300,1170,3168,2000
2667,0,0,2810,5130,0,2280,1902,500,1662,0
0,1600,5430,1880,8238,0,1920,378,0,1920,4000
1343,2600,11765,3245,8472,0,2280,702,0,6462,1000
3973,1300,780,2675,10926,0,3120,438,4310,14082,1000
3333,0,12305,2245,16656,58,11226,2184,5950,8106,0
16380,0,23530,2820,23820,1050,10578,312,0,5262,0
22200,0,11400,5975,12858,388,7530,582,2360,6486,0
5730,80,390,1205,14370,7509,7026,312,1660,3366,760
15166,0,0,13681,180084,135661,16302,9360,7580,16866,84460
25407,618,6516,9961,26886,26056,36552,1956,1000,20034,9350
22100,526,1787,4350,27534,485,11136,1380,0,23040,31430
2600,3224,6630,9024,22650,120,5820,1668,0,5850,5000
18200,0,0,3665,7710,676,1572,816,15820,6294,1084
4420,1305,2837,1753,13662,619,11844,714,0,3564,1000
22534,0,0,599,11400,50,16458,1140,0,6378,0
31743,25090,0,9833,65178,59844,28752,3948,2500,19218,7130
8078,609,3620,250,37758,2409,4140,2442,2520,11130,6500
12498,1274,6335,3250,17190,15814,2238,180,2870,15702,3480
