"Total.Food.Expenditure","Bread.and.Cereals.Expenditure","Total.Rice.Expenditure","Meat.Expenditure","Total.Fish.and..marine.products.Expenditure","Fruit.Expenditure","Vegetables.Expenditure"
39192,12868,6240,3543,6953,985,6030
83515,33698,25680,6201,11037,2760,9205
70087,29653,24931,5609,11290,2600,5611
59235,24108,12480,6178,8132,1435,5841
64439,24322,7973,3268,8736,1950,3575
79998,29539,24800,7310,17908,2580,6610
81768,20752,14640,10922,13904,2170,7130
58313,24414,12480,4347,5456,3815,7035
39547,12988,6240,4198,4916,2200,5395
66169,25384,6600,4465,11283,2065,7620
42253,15022,7488,3719,6281,2135,5188
60099,19047,7488,5675,8618,1485,7119
39441,14218,7488,3698,5972,5490,4060
32097,7874,0,3458,7318,1240,4390
50234,23880,14040,2830,4927,2045,4180
58935,19343,0,6924,8304,3423,4424
12382,5208,1050,1010,4650,450,645
37471,20378,6340,2012,4086,870,3255
47260,16732,7748,3644,11408,1770,5850
48718,25689,13062,2936,4864,1635,2525
96448,27083,21660,10056,16922,3390,8720
50898,15394,9460,2835,5758,2280,4735
75293,43782,27350,4020,11776,1060,1860
45595,24490,18800,3730,9712,785,1370
16369,9909,4428,120,2584,320,1773
64284,25680,8158,4295,10602,2750,5975
104645,32848,22530,9785,10732,2885,8440
94884,37064,28100,15400,12113,795,5775
73905,22058,14900,17178,20928,1900,2175
103474,34163,21085,21734,26564,940,2405
39214,18170,15974,6090,3868,2100,2508
64025,26288,8136,5680,12584,545,3290
39685,21877,2050,2475,6976,1566,2676
60586,29907,23929,3255,9092,1572,5922
112105,27805,23171,18142,13430,1455,4135
55015,11018,7926,5365,13646,650,2991
67331,36916,15451,10291,6196,1070,4057
63886,22094,1269,4112,10636,953,3640
75781,34369,27300,9386,11180,1330,3805
39012,13506,2160,1421,9228,905,3169
74663,20979,7450,2800,10394,1407,4637
68247,28629,25922,3276,12089,825,3621
69430,20449,16650,10815,15325,2274,4181
26225,17130,16358,1340,3525,1460,932
14447,5105,76,450,2018,1300,2509
87554,33558,13325,3283,15042,3200,10833
62996,15017,8226,3136,8966,1480,6895
102894,33739,15715,7491,14890,2485,3267
60871,20128,17460,5554,10955,1990,5990
32300,10971,2080,2280,7855,760,1849
48820,17870,2080,3635,10722,1325,4660
75138,24209,13944,9380,8146,1433,2088
60515,22235,250,3423,6539,2650,9039
81331,30910,250,5966,10816,4080,7485
66021,24101,100,2490,12174,2830,5195
19950,8596,0,1200,5382,165,1484
68761,27282,0,2715,8830,3870,4768
87863,27089,220,9296,9204,3170,6417
140702,62469,40690,8928,16161,1368,10526
50185,15032,11420,3174,9313,1300,3680
102964,36349,26712,6010,18380,2844,4242
79279,43666,33840,1905,8617,621,6219
93563,40173,31850,5324,15495,1895,6165
94630,41046,32760,8584,14868,1158,2660
69266,20734,18226,3160,16060,721,3811
60334,30265,15600,2085,11327,675,2641
71135,27046,22880,5013,15855,2922,3532
84939,34652,16640,3024,16928,522,6850
66175,24420,15210,4465,15149,822,3636
48923,16825,0,1850,8800,1685,6543
129084,26944,16068,7424,21844,5281,5324
70781,29112,20800,2808,12664,1430,9026
192700,36206,20344,12917,19316,8712,19268
57811,16317,13240,3470,14656,2755,4683
122590,46406,20800,5970,35861,2360,8832
77561,20003,15440,8964,18429,2850,8535
109638,42541,31920,3384,36694,2260,8260
79013,32295,27800,3032,15574,2220,7203
40471,14254,13002,2094,9194,1320,5212
74763,29840,22728,2904,17018,2450,9996
47494,12799,9420,3104,13360,2215,5807
152823,47863,37740,12944,33704,4245,8916
85893,27307,19044,6050,17262,6508,10845
133983,53204,27600,3998,30160,3690,10682
129866,40114,27480,12652,18430,5405,6137
72962,29750,24480,3844,10294,1220,8750
90572,53646,48750,2630,9804,3470,5319
100895,48866,30108,4707,13232,1335,6747
87148,38787,33280,4618,13782,1370,5031
38927,12614,11630,568,995,2885,770
54138,26389,21996,1560,10099,1290,2948
72120,37960,29380,660,15322,1210,5232
60363,26434,22308,1920,14442,790,2786
48495,20212,10660,1110,10004,3310,2585
50203,18819,16224,3438,7933,2969,3901
108231,31490,20514,3558,12259,1674,6781
77903,24743,13975,5120,10315,5097,3610
35468,9829,810,1987,7988,1680,6679
50197,23364,8630,5450,7108,520,2784
33144,18608,4720,1172,3054,724,5423
54562,22710,15824,10784,4748,1325,4693
30157,11265,0,3100,4488,1540,6094
72936,49048,1050,2150,9430,975,3349
40819,24569,0,3450,4350,510,3287
43045,26116,1000,1703,3196,1045,3656
60267,27755,0,7794,7472,1205,4202
28193,9523,165,6070,3922,2045,2475
38676,20195,360,1660,7672,795,5375
38296,17069,0,2385,5900,655,6394
42591,27412,6000,1473,5108,940,3066
25174,16326,6720,1380,2808,140,1875
46432,22342,0,1209,8880,340,5332
39691,26161,0,880,4180,735,3051
37472,18994,2964,1442,7470,1244,3981
52641,20194,0,2568,6897,1076,5510
49195,28216,6300,2186,6548,1010,2870
42207,17124,3400,3060,10836,496,3636
42728,18588,0,3594,9314,1250,4145
31395,11896,60,2034,6858,783,4820
44863,15886,12900,9430,7717,1044,3882
8535,3370,0,0,1230,209,1914
76847,31043,8200,7786,15703,1750,5084
44746,21783,14158,3860,4808,908,3707
72952,34744,26976,2600,16584,1193,3009
15319,5543,975,1760,1581,950,578
83194,28841,13800,7346,13114,4860,3810
81705,19532,6300,5120,16586,840,7197
33289,18450,8190,1340,1818,1090,3824
32748,12661,6750,1282,4652,1170,2326
86175,32811,27304,9222,8516,3040,5223
44949,17568,14440,2715,8166,1945,4600
27722,9407,2232,1320,7745,1115,2440
48046,16197,0,1960,9904,2050,5077
45676,20496,0,2460,7262,1770,3267
88056,29509,18160,5880,15488,2334,4625
39805,14599,11200,1760,7105,998,2818
66873,20659,5200,3580,10154,1898,3547
53943,21982,0,2500,14201,1356,3861
49250,18585,10140,2325,8672,1818,4471
62763,25477,10400,7070,10808,1045,4337
75008,23328,13388,10590,8306,2400,5626
52236,23415,0,9308,6990,529,4331
27820,13498,0,1860,5208,450,2880
43783,16435,9568,3400,8997,1740,4975
29753,9031,0,3080,6306,1055,4788
50363,23676,0,6727,8498,2300,4425
58256,32699,0,510,5682,1042,4514
17922,5319,2496,5150,3489,240,1479
70375,36572,34300,6032,11485,583,4110
65621,34696,8060,2874,9857,2534,5744
43168,19022,5200,2307,9439,1577,5275
36806,9461,200,1761,8926,1011,3378
105530,47466,34292,3070,23770,4870,7955
44145,15996,0,2623,7160,1340,4054
81190,24734,21198,1988,11838,1430,3656
98551,37372,28800,3402,15442,1986,5013
65349,34436,0,1860,11510,1931,6195
54108,25206,19480,2552,6928,1085,2840
40097,14468,83,1700,10010,1998,4846
49318,19046,200,9186,7694,1440,4990
18062,7657,0,540,3757,805,2855
135160,50814,41600,2560,40516,3750,5125
32815,13463,0,880,6982,837,4245
42465,20070,0,530,6160,731,6755
70913,37749,25620,1698,5238,1255,4219
66402,34763,27834,1406,6806,1250,4725
71809,34733,27820,4110,11944,1926,4220
19239,8700,0,280,4814,640,2229
53037,24964,22048,3516,6196,1231,3560
51396,20682,12360,2130,6352,1193,4035
52124,23751,10840,1104,4950,1237,4700
25939,10393,0,1190,5826,711,3612
24756,12386,1200,675,3448,675,3174
27035,11696,0,565,5428,488,3065
26110,12680,3900,960,4150,560,3242
130348,64396,36638,7792,26042,1220,4458
58064,26229,0,1218,10842,1875,4869
66457,36956,5200,1188,13184,455,5090
76262,36932,26124,3914,10784,1740,3856
61797,37329,35309,1200,6810,535,3618
53371,22642,8190,3324,9222,780,3502
52692,27047,22988,1346,12054,370,3547
40442,18522,8944,5064,4918,730,5935
74704,32666,29606,4308,9220,1771,4747
55721,17682,15106,8790,4884,1432,4905
99544,30009,12220,12881,12990,4094,13176
65161,23641,20206,4008,9666,2770,7201
45786,19453,17028,3528,5836,1273,5312
145060,41097,32556,26722,16014,3506,7830
34224,15348,13752,2302,5320,993,4624
34924,15182,11850,3235,7038,945,3000
62610,19984,15990,5117,18746,1022,3935
79338,28071,16068,11538,15474,2455,6445
41451,19923,14076,2818,6880,820,2451
29210,12415,9216,1568,6079,895,1310
38116,17269,15808,3346,8703,636,2842
123139,34875,27288,24908,19588,4660,5925
65286,23087,18720,9064,14910,1796,3666
55630,24314,21840,5162,7269,1100,3958
40853,13539,11540,2786,12722,1425,3172
59903,22147,18683,5652,14276,1423,2771
202791,33397,20420,44436,75360,3780,6030
17878,4692,988,1030,5067,410,4750
39729,16016,1784,3309,4344,1408,7110
79960,36936,3456,4122,13513,2890,8918
15541,4636,1664,680,3908,515,2952
29354,11517,1680,2580,6408,1100,5012
30308,12391,120,2505,5026,958,6676
26607,8383,1724,1688,5623,750,6722
26658,10857,1260,1620,5694,2270,2982
36392,18289,2015,2050,3990,3445,3413
13879,5142,700,800,2458,1310,1803
15129,6021,2730,670,1683,2705,2475
41000,21021,3000,2870,5378,3390,3095
30807,12896,450,3645,3518,4045,2722
58128,27701,6950,2076,4251,11036,3751
37808,17921,4680,2392,6591,1954,3521
48689,24637,1610,2512,6058,4210,3279
26969,12817,2000,2392,3162,2180,2361
17411,7387,875,750,3562,1086,2986
27418,12499,1750,2186,2493,2158,3271
42925,14347,2340,3540,5742,510,3403
50440,17178,90,2260,10803,1450,4321
50968,19046,3210,4520,8989,1450,3709
53765,23974,3210,5130,9799,920,4894
42168,13494,1664,2112,12409,1280,3773
52264,18893,2496,4130,8963,1140,5687
16774,4684,0,1890,3238,545,3108
88015,28586,23508,9824,17188,2560,5511
40003,11659,6856,8380,7846,1680,4243
38291,11330,2470,3475,6436,1830,4464
41513,15444,3900,6350,7475,1075,4717
42482,12743,1872,3300,9520,1735,4791
17984,5872,0,1260,4778,728,2608
70997,35182,25980,10080,8526,1520,4469
40904,17542,2250,2330,9360,1640,5067
60185,21182,15028,6330,14956,1075,5008
52501,18780,11596,6795,10364,1120,3458
93637,35444,24960,6384,21350,1550,5022
57867,17893,14196,3790,9557,1035,2597
51647,13100,10400,3337,17362,635,4540
130246,37326,26884,23520,15538,2990,6521
119011,44540,27768,28452,19444,1450,3723
48915,12330,10244,7684,12352,1190,2323
60017,21306,17160,11744,12105,1903,3285
162945,29990,18928,37441,31226,4320,11553
26440,11075,8450,2340,7056,888,2148
59429,19794,13416,7155,10644,561,5329
28133,12320,7040,1290,6231,740,2444
59837,24822,14840,1620,17967,355,3300
28392,12766,8820,2380,3395,1275,3178
73319,25450,12808,7298,14148,1852,2859
67493,35038,29680,4704,9654,1745,3536
52078,22075,420,3570,8580,1745,7259
79658,34768,29796,4903,14515,2107,7481
35369,13941,10980,3301,5394,1065,5239
39782,15436,12644,3585,7901,1230,6295
84667,39329,23048,4470,13478,2445,8189
84616,40010,28680,4308,14728,2305,8852
78267,29300,23920,6160,10988,3570,8385
90116,42767,17927,5338,18589,2583,8729
68699,23806,8400,5450,11256,1970,4954
51048,23465,0,2420,8048,1937,3779
17544,6732,0,1120,3201,875,2478
35840,17096,700,1810,6029,1350,3623
29973,14834,0,1520,5716,915,3374
26816,10551,0,1740,6289,970,2354
87362,29458,370,2343,13186,2290,6792
42237,14977,1040,3235,8351,1885,3737
70491,27578,3780,2572,13486,2095,5884
25895,9259,0,1246,4576,1210,3245
27827,8756,0,1560,6818,1515,2952
56994,25528,0,2784,10053,1825,4354
50991,13001,624,3494,11232,1520,4347
53512,23556,2808,6260,8550,1280,4239
38415,15398,0,2482,6655,1960,3636
57982,27915,25870,3986,7120,1492,4348
69749,23467,17220,8300,13564,1940,4311
93445,25114,18132,7446,14314,4355,6236
76767,17977,14400,10342,9816,1570,4588
79261,17271,2348,13058,8368,975,7830
34522,16994,7904,900,5937,370,2383
52248,34470,12700,1990,6052,715,2804
57338,29113,21330,5600,5888,825,3236
64181,24613,17988,3186,8560,4255,4721
84752,30340,21450,11770,14564,2775,4301
48748,15089,11950,3636,12180,975,5171
112623,31568,26100,5060,16878,2140,6489
66182,31463,19300,5060,11832,1270,3981
75995,22730,2100,9440,16752,1835,6193
68818,33618,24960,4338,10312,1240,5357
84907,39556,32100,6753,11717,1846,4542
132969,44968,36660,8390,44324,2123,5446
54409,24580,21484,1225,5181,1060,5047
42293,14200,12064,2655,6298,1593,3405
59277,28312,18096,1875,10259,1354,4314
42850,15991,12844,1745,8275,675,2804
86235,38822,34176,6610,9326,1908,5950
143318,45389,35644,10378,14169,3923,4970
37154,14714,12090,2490,6831,1764,3694
136955,47449,37560,19578,14590,4622,8149
85768,37223,32100,6068,10614,1040,5645
59995,26632,17740,4764,9836,1923,3902
86223,26588,12060,10427,9354,2115,6269
141157,26404,19864,16720,21888,2958,5282
50530,17992,13884,4114,6732,1635,2908
54660,22235,9231,3261,8873,915,2195
66669,27156,0,5757,7830,1740,2874
57840,27541,8320,2854,8952,1040,4015
70845,27633,0,3747,11860,2600,3406
108228,22795,13500,16500,20518,4586,5893
65732,27449,23620,3594,9162,1441,5599
64420,25058,16863,4965,12340,1300,4427
117018,29994,12324,14408,19309,6824,5354
79397,17874,13556,5710,20434,3555,3985
92096,18391,12360,13780,21757,4341,5823
101374,23048,15090,19256,16625,1250,3289
51554,18820,8320,4118,7812,488,4859
188652,46475,26260,30110,21860,10068,6519
88577,20114,17104,12424,27352,910,3905
118833,27851,14620,11748,24322,9548,7109
149582,45467,31395,22020,17122,13978,7085
105609,23920,16656,12774,18090,4298,5138
61500,13010,8268,11818,15375,3380,4580
53288,12103,5930,11536,8249,1370,4610
102064,42796,33424,6126,20634,1155,6325
104108,37546,32032,12150,24449,2500,4079
66106,23589,16980,6308,12870,1381,3330
101520,32434,24012,20854,15620,2755,3746
63074,29643,24616,6606,9664,970,2586
22015,8330,0,1140,3698,1190,4143
47863,15140,11220,2570,11036,1710,6368
70095,27817,20820,6642,10980,1518,5145
28276,10874,0,1708,6321,1040,4516
17425,3982,0,420,2820,845,6715
110067,48955,21050,10682,12244,2900,7110
65157,25250,13520,7250,6792,2450,5353
55810,18266,5200,12584,10647,2080,5093
77130,20417,15705,16166,19048,3270,4970
43431,17920,1040,2198,9004,700,5155
65168,34616,32479,5260,5452,1255,4960
83310,43320,37960,3960,13711,2970,8100
59100,23482,20708,7954,8614,1265,4464
59181,15407,1976,14140,11454,760,5817
60457,30030,27804,2014,6018,2570,3905
56936,15568,9600,7093,8048,3190,4719
97331,26918,22800,13950,8386,2909,6285
21433,4856,0,7280,3131,400,2030
81601,26339,19230,5025,16426,3095,5051
72036,22794,14470,10344,6321,125,6164
46728,19530,6300,3912,9904,545,2580
62287,31603,9994,2525,6288,1416,3568
38996,16216,14208,2340,4252,1567,4096
88759,33940,25854,5104,6608,2937,6098
64766,24975,17460,2872,8988,1023,4910
143591,77706,67700,18694,7786,4274,4325
17031,7282,0,480,2508,520,2383
69429,19595,12434,8120,17254,1726,3785
38031,14311,9308,2830,4930,1433,4700
43061,19789,5250,1380,10812,324,4088
35123,10094,0,12480,4720,835,4365
194382,46909,14700,19099,27580,6460,9515
88738,21182,17904,8386,12294,1775,5714
72287,23556,15200,12368,12044,1578,4460
71538,20349,17747,1440,11250,3972,12113
71538,26990,20000,7986,14319,4390,3245
169299,39301,21788,24003,16050,18645,8501
169749,53582,19980,43086,16030,6625,9732
169317,40340,28600,26530,27328,11022,8420
131496,38384,15744,23180,17360,7780,27690
225377,55090,30600,29084,38262,7070,14530
53235,19983,8100,1578,5180,2845,6540
69600,24918,19620,5360,9346,2835,3829
55400,26164,21420,3360,9016,1170,3035
46322,20246,8736,1364,8345,500,5425
50921,23890,12480,2290,10146,685,4755
35615,16638,120,800,6324,780,4917
87263,23838,18750,11978,15984,2909,9444
77269,32885,21540,6820,12584,2569,3861
17169,5987,5208,346,1774,200,1955
34604,15296,13380,2310,8954,950,3840
64100,20340,10920,6720,12545,1340,5975
29646,13722,12444,2470,4812,650,2625
180889,74732,64260,15140,40750,1860,10465
55028,26088,23658,4867,11470,1080,4178
73974,19044,1806,18000,8180,2830,5479
53305,25383,504,3050,9969,1790,3676
9158,4280,0,930,1080,220,1539
41025,18399,675,1732,7238,1065,4295
65571,28366,0,3103,11304,1065,5370
129864,32239,20000,17400,46316,2471,6850
41870,19062,1200,2473,7666,535,2552
53001,28048,1040,4118,5826,925,4568
58329,26578,2400,3133,11306,1025,5813
81763,45793,6750,5419,8157,1335,5387
14274,6497,5976,838,2617,490,1484
37670,21045,2250,1350,7104,675,4134
26899,12464,0,2280,3370,180,2095
70268,38898,34390,5741,6397,532,3093
111509,32344,23926,39072,8747,1981,3424
89808,28104,24440,10414,21466,1521,6945
50917,22180,18420,5250,12340,555,2210
63990,22918,0,4250,8980,1390,3558
56158,14387,10784,11520,9272,1770,1907
42346,14063,10784,6090,9278,1520,2962
133247,77975,17880,12455,22390,1410,4496
52357,14919,0,7459,11686,1690,2263
125071,31028,24450,18486,19152,2662,2355
47206,17592,15528,3320,16478,830,1202
101938,47013,28860,7600,15490,2075,3723
11748,5051,3120,760,2460,210,784
100386,48296,24480,5513,9196,2480,7538
125996,50780,27690,7503,24527,3395,4099
82208,38986,32400,12524,10302,1350,3573
53496,25818,22620,1821,8012,1730,3974
41721,18528,10260,1870,6853,410,4425
111200,53479,42224,15374,7828,5890,4040
31933,8074,5646,1766,4049,1140,2602
146169,26952,18900,25743,18584,13130,12025
43712,21586,18480,1209,5975,1707,3808
67945,28776,22230,5380,9404,2120,3715
111841,65222,36920,5942,11104,2675,3231
115664,43397,37440,5452,19011,3041,5015
69441,23262,20161,3682,21380,1055,3412
78792,31542,25076,3880,10834,1000,3483
38817,14532,10698,3196,6317,2835,1365
183913,48984,29536,22109,25786,3443,6670
68412,24108,17572,4820,11924,1505,11842
31205,11981,10650,1437,4612,970,955
126964,42586,34020,10373,25750,4890,5788
70233,32748,29064,3792,21830,1370,3505
100342,32313,17708,16015,8185,2888,3749
48967,21062,0,3276,7088,3310,5085
61318,27560,1100,4318,8522,2140,5088
67106,20809,1125,3826,6828,3275,5806
33841,14941,1100,1800,3940,832,6352
36475,14452,338,2884,7060,667,2886
55424,22120,2250,4730,7970,2284,3067
48827,17539,2625,2525,6863,2240,6597
31574,9072,3822,2640,4435,790,2209
41500,15896,6568,3714,6891,1750,4007
51781,24323,250,3832,6243,1450,3457
55315,26030,11440,3340,10148,2055,3172
26994,9238,5860,1620,3276,900,1492
64521,33614,23565,4380,5924,980,3090
45987,19875,3886,1882,9141,720,4030
39878,18001,14888,1845,7389,1845,3050
31717,16220,900,2058,4796,1180,3074
73591,21797,14580,10788,12584,3230,3019
41230,16329,2400,2480,7793,1047,2491
27718,12828,9485,670,6129,482,2772
34625,14166,0,1310,10274,284,2667
46997,18892,0,1778,8096,410,2390
44323,15905,270,1190,13020,626,2653
48948,25082,3800,3300,8360,966,3340
46246,23355,15040,2697,8241,954,1958
36356,18110,540,950,9613,1011,2372
71486,28711,19935,5612,5435,1821,2609
55137,26806,2184,4350,7572,1719,3978
38308,15797,0,10360,5760,642,1874
105807,43618,22380,5482,23516,2370,4736
62438,30069,28236,2460,10036,1475,5011
62169,22890,11440,3760,9750,4060,5819
60022,14771,11697,8516,7605,1785,641
56718,23036,21138,5630,7400,1808,4561
296555,68820,53500,25129,63040,6560,14793
64043,31118,28470,1530,9645,1315,7230
77719,19535,13800,7008,19412,3125,5544
72186,27083,20260,7744,12300,1460,4706
148910,33818,25890,12714,44800,5200,9222
72290,29160,20774,4050,15220,1350,5096
112017,25625,23268,44837,9501,3740,5296
61846,16313,13598,11430,9755,2509,3705
52252,22993,19653,2260,11135,1740,4379
34167,7910,0,2205,8571,2815,6073
27744,11349,0,938,6538,1540,3685
30965,8506,3000,1620,7656,2970,3888
41506,15638,0,4199,7082,2170,5541
26174,7457,6318,2307,4910,2810,4613
66567,32177,6000,4884,10378,1745,5911
66967,30337,0,4515,8245,3120,5618
50487,21381,1320,4711,6472,4645,4835
38589,11753,2340,3066,9026,2290,4618
32718,11146,0,2712,4971,3260,5385
42780,17800,0,2567,6414,2000,5295
119060,23946,14202,21186,15300,4814,3949
